BTC-EUR,5,b
2024-03-02,56605.8,58275.4,56197.5,57573.4,57573.4,3.70538e+10
2024-03-03,57565.1,57590,56851.1,57194.6,57194.6,2.20264e+10
2024-03-04,57196.2,58333.5,56605,58261.4,58261.4,2.42148e+10
2024-03-05,58233.4,63129.4,57511.9,62955,62955,6.5111e+10
2024-03-06,62964.8,63662.9,54662.1,58772.4,58772.4,9.47e+10
2024-03-07,58749.2,62247.3,57910.9,60656.8,60656.8,6.30823e+10
2024-03-08,60650.3,62190.4,60234.3,61113.4,61113.4,4.29088e+10
2024-03-09,61124.9,63992.1,60486,62411.5,62411.5,5.40986e+10
2024-03-10,62410.8,62752.3,62185.9,62593.2,62593.2,1.97466e+10
2024-03-11,62594.4,63969.6,62389.6,63073,63073,3.26094e+10
2024-03-12,63073.7,66681.4,61394.6,65983.2,65983.2,6.01215e+10
2024-03-13,65984.3,66760.8,62943.3,65417.8,65417.8,5.72482e+10
2024-03-14,65418.6,67372.2,65274.7,66723.9,66723.9,4.40171e+10
2024-03-15,66720.1,67416.5,63001.5,65603.5,65603.5,5.47592e+10
2024-03-16,65595.5,66513.6,60287.1,63730,63730,7.19178e+10
2024-03-17,63719.7,64320,59503.9,59975.6,59975.6,4.30128e+10
2024-03-18,59976.7,63235.3,59223.6,62838.3,62838.3,4.10865e+10
2024-03-19,62820.5,63275.1,61246.2,62122.8,62122.8,4.53046e+10
2024-03-20,62129.7,62630.5,56642.9,56999.4,56999.4,6.83261e+10
2024-03-21,57015.4,62323,55955.8,62092.2,62092.2,6.10672e+10
2024-03-22,62090.3,62374.6,59476.6,60291.4,60291.4,4.09486e+10
2024-03-23,60290,61475,57444.9,58737.1,58737.1,3.81284e+10
2024-03-24,58759.1,60761,58055.3,58998.1,58998.1,2.27833e+10
2024-03-25,59006,62557.8,58780.4,62211.9,62211.9,2.51743e+10
2024-03-26,62211.8,65645.1,61401,64555.2,64555.2,3.9402e+10
2024-03-27,64529.8,65943.6,63961.3,64607.7,64607.7,3.32422e+10
2024-03-28,64611.4,66307.7,63196.2,64228.8,64228.8,3.77549e+10
2024-03-29,64226.4,66244.2,63657.7,65552.5,65552.5,3.18519e+10
2024-03-30,65552.3,65781.2,64015.4,64715,64715,2.33617e+10
2024-03-31,64488,65876.1,64488,65583.3,65583.3,1.78554e+10

EURUSD,4,e
2024-02-20,1.07754,1.08386,1.07625,1.07754,1.07754,0
2024-02-21,1.08132,1.08225,1.07919,1.08132,1.08132,0
2024-02-22,1.08204,1.08862,1.08051,1.08204,1.08204,0
2024-02-23,1.08257,1.08394,1.08137,1.08257,1.08257,0
2024-02-26,1.08196,1.08591,1.08134,1.08201,1.08201,0
2024-02-27,1.08509,1.08661,1.08336,1.08509,1.08509,0
2024-02-28,1.08448,1.08472,1.07987,1.08448,1.08448,0
2024-02-29,1.08388,1.08559,1.08057,1.08388,1.08388,0
2024-03-01,1.0805,1.08415,1.07993,1.0805,1.0805,0
2024-03-04,1.08427,1.08665,1.08386,1.08427,1.08427,0
2024-03-05,1.08552,1.08754,1.08427,1.08552,1.08552,0
2024-03-06,1.0856,1.0914,1.08429,1.0856,1.0856,0
2024-03-07,1.08995,1.09409,1.08693,1.08995,1.08995,0
2024-03-08,1.09501,1.0978,1.09271,1.09501,1.09501,0
2024-03-11,1.0943,1.09505,1.09146,1.0943,1.0943,0
2024-03-12,1.09313,1.09421,1.09032,1.09313,1.09313,0
2024-03-13,1.09278,1.09493,1.09205,1.09278,1.09278,0
2024-03-14,1.09553,1.09547,1.08841,1.09553,1.09553,0
2024-03-15,1.08834,1.09016,1.08738,1.08834,1.08834,0
2024-03-18,1.08826,1.09075,1.08808,1.08826,1.08826,0
2024-03-19,1.08739,1.08778,1.08351,1.08739,1.08739,0
2024-03-20,1.08633,1.08743,1.08369,1.08633,1.08633,0
2024-03-21,1.09372,1.09445,1.08565,1.09372,1.09372,0
2024-03-22,1.08624,1.08696,1.08091,1.08624,1.08624,0
2024-03-25,1.08075,1.08436,1.08026,1.08075,1.08075,0
2024-03-26,1.08382,1.08641,1.0826,1.08382,1.08382,0
2024-03-27,1.08324,1.08393,1.08117,1.08324,1.08324,0
2024-03-28,1.08134,1.08284,1.07755,1.08134,1.08134,0
2024-03-29,1.07945,1.08073,1.07689,1.07945,1.07945,0
2024-03-31,1.07956,1.08003,1.07863,1.07968,1.07968,0

MSFT,2,m
2024-02-15,408.14,409.13,404.29,406.56,406.56,2.18255e+07
2024-02-16,407.96,408.29,403.44,404.06,404.06,2.22811e+07
2024-02-20,403.24,404.49,398.01,402.79,402.79,2.43079e+07
2024-02-21,400.17,402.29,397.22,402.18,402.18,1.86311e+07
2024-02-22,410.19,412.83,408.57,411.65,411.65,2.70099e+07
2024-02-23,415.67,415.86,408.97,410.34,410.34,1.62959e+07
2024-02-26,411.46,412.16,407.36,407.54,407.54,1.61935e+07
2024-02-27,407.99,408.32,403.85,407.48,407.48,1.48358e+07
2024-02-28,408.18,409.3,405.32,407.72,407.72,1.31831e+07
2024-02-29,408.64,414.2,405.92,413.64,413.64,3.19473e+07
2024-03-01,411.27,415.87,410.88,415.5,415.5,1.78003e+07
2024-03-04,413.44,417.35,412.32,414.92,414.92,1.7596e+07
2024-03-05,413.96,414.25,400.64,402.65,402.65,2.69192e+07
2024-03-06,402.97,405.16,398.39,402.09,402.09,2.23441e+07
2024-03-07,406.12,409.78,402.24,409.14,409.14,1.87185e+07
2024-03-08,407.96,410.42,404.33,406.22,406.22,1.79717e+07
2024-03-11,403.76,405.68,401.26,404.52,404.52,1.61208e+07
2024-03-12,407.62,415.57,406.79,415.28,415.28,2.2457e+07
2024-03-13,418.1,418.18,411.45,415.1,415.1,1.71159e+07
2024-03-14,420.24,427.82,417.99,425.22,425.22,3.41573e+07
2024-03-15,419.29,422.6,412.79,416.42,416.42,4.50498e+07
2024-03-18,414.25,420.73,413.78,417.32,417.32,2.0106e+07
2024-03-19,417.83,421.67,415.55,421.41,421.41,1.98379e+07
2024-03-20,422,425.96,420.66,425.23,425.23,1.78601e+07
2024-03-21,429.83,430.82,427.16,429.37,429.37,2.12962e+07
2024-03-22,429.7,429.86,426.07,428.74,428.74,1.76365e+07
2024-03-25,425.24,427.41,421.61,422.86,422.86,1.80605e+07
2024-03-26,425.61,425.99,421.35,421.65,421.65,1.67256e+07
2024-03-27,424.44,424.45,419.01,421.43,421.43,1.6705e+07
2024-03-28,420.96,421.87,419.12,420.72,420.72,2.18712e+07

abc,4567,abc
2024-02-15,408.14,409.13,404.29,406.56,406.56,2.18255e+07
2024-02-16,407.96,408.29,403.44,404.06,404.06,2.22811e+07
2024-02-20,403.24,404.49,398.01,402.79,402.79,2.43079e+07
2024-02-21,400.17,402.29,397.22,402.18,402.18,1.86311e+07
2024-02-22,410.19,412.83,408.57,411.65,411.65,2.70099e+07
2024-02-23,415.67,415.86,408.97,410.34,410.34,1.62959e+07
2024-02-26,411.46,412.16,407.36,407.54,407.54,1.61935e+07
2024-02-27,407.99,408.32,403.85,407.48,407.48,1.48358e+07
2024-02-28,408.18,409.3,405.32,407.72,407.72,1.31831e+07
2024-02-29,408.64,414.2,405.92,413.64,413.64,3.19473e+07
2024-03-01,411.27,415.87,410.88,415.5,415.5,1.78003e+07
2024-03-04,413.44,417.35,412.32,414.92,414.92,1.7596e+07
2024-03-05,413.96,414.25,400.64,402.65,402.65,2.69192e+07
2024-03-06,402.97,405.16,398.39,402.09,402.09,2.23441e+07
2024-03-07,406.12,409.78,402.24,409.14,409.14,1.87185e+07
2024-03-08,407.96,410.42,404.33,406.22,406.22,1.79717e+07
2024-03-11,403.76,405.68,401.26,404.52,404.52,1.61208e+07
2024-03-12,407.62,415.57,406.79,415.28,415.28,2.2457e+07
2024-03-13,418.1,418.18,411.45,415.1,415.1,1.71159e+07
2024-03-14,420.24,427.82,417.99,425.22,425.22,3.41573e+07
2024-03-15,419.29,422.6,412.79,416.42,416.42,4.50498e+07
2024-03-18,414.25,420.73,413.78,417.32,417.32,2.0106e+07
2024-03-19,417.83,421.67,415.55,421.41,421.41,1.98379e+07
2024-03-20,422,425.96,420.66,425.23,425.23,1.78601e+07
2024-03-21,429.83,430.82,427.16,429.37,429.37,2.12962e+07
2024-03-22,429.7,429.86,426.07,428.74,428.74,1.76365e+07
2024-03-25,425.24,427.41,421.61,422.86,422.86,1.80605e+07
2024-03-26,425.61,425.99,421.35,421.65,421.65,1.67256e+07
2024-03-27,424.44,424.45,419.01,421.43,421.43,1.6705e+07
2024-03-28,420.96,421.87,419.12,420.72,420.72,2.18712e+07

